e_id,e_name
K00001,"E1.1.1.1, adh; alcohol dehydrogenase [EC:1.1.1.1]"
K11925,sgrR; SgrR family transcriptional regulator
K11926,crl; sigma factor-binding protein Crl
K11927,rhlE; ATP-dependent RNA helicase RhlE [EC:3.6.4.13]
K11928,putP; sodium/proline symporter
K11929,phoE; outer membrane pore protein E
K11930,torT; periplasmic protein TorT
K11931,"pgaB; poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase [EC:3.5.1.-]"
K11932,uspG; universal stress protein G
K11933,hcr; NADH oxidoreductase Hcr [EC:1.-.-.-]
K11934,ompX; outer membrane protein X
K11935,pgaA; biofilm PGA synthesis protein PgaA
K11936,"pgaC, icaA; poly-beta-1,6-N-acetyl-D-glucosamine synthase [EC:2.4.1.-]"
K11937,pgaD; biofilm PGA synthesis protein PgaD
K11938,cof; HMP-PP phosphatase [EC:3.6.1.-]
K11939,rhtA; inner membrane transporter RhtA
K11940,hspQ; heat shock protein HspQ
K11941,mdoC; glucans biosynthesis protein C [EC:2.1.-.-]
K11942,icmF; isobutyryl-CoA mutase [EC:5.4.99.13]
K11943,nidA; PAH dioxygenase large subunit [EC:1.13.11.-]
K11944,nidB; PAH dioxygenase small subunit [EC:1.13.11.-]
K11945,phdF; extradiol dioxygenase [EC:1.13.11.-]
K11946,phdG; hydratase-aldolase [EC:4.1.2.-]
K11947,nidD; aldehyde dehydrogenase [EC:1.2.1.-]
K11948,phdI; 1-hydroxy-2-naphthoate dioxygenase [EC:1.13.11.38]
K11949,phdJ; 4-(2-carboxyphenyl)-2-oxobut-3-enoate aldolase [EC:4.1.2.34]
K11950,cmpA; bicarbonate transport system substrate-binding protein
K11951,cmpB; bicarbonate transport system permease protein
K11952,cmpC; bicarbonate transport system ATP-binding protein [EC:7.3.2.-]
K11953,cmpD; bicarbonate transport system ATP-binding protein [EC:7.3.2.-]
K11954,natB; neutral amino acid transport system substrate-binding protein
K11955,natC; neutral amino acid transport system permease protein
K11956,natD; neutral amino acid transport system permease protein
K11957,natA; neutral amino acid transport system ATP-binding protein
K11958,natE; neutral amino acid transport system ATP-binding protein
K11959,urtA; urea transport system substrate-binding protein
K11960,urtB; urea transport system permease protein
K11961,urtC; urea transport system permease protein
K11962,urtD; urea transport system ATP-binding protein
K11963,urtE; urea transport system ATP-binding protein
K11964,PELI; pellino [EC:2.3.2.27]
K11987,"PTGS2, COX2; prostaglandin-endoperoxide synthase 2 [EC:1.14.99.1]"
K11990,DHH; desert hedgehog
K11991,tadA; tRNA(adenine34) deaminase [EC:3.5.4.33]
K11992,"ACOT8, PTE; acyl-CoA thioesterase 8 [EC:3.1.2.27]"
K11994,DNASE1; deoxyribonuclease-1 [EC:3.1.21.1]
K11995,DNASE1L; deoxyribonuclease-1-like protein [EC:3.1.21.-]
K11996,"MOCS3, UBA4; adenylyltransferase and sulfurtransferase [EC:2.7.7.80 2.8.1.11]"
K11997,TRIM2_3; tripartite motif-containing protein 2/3
K12000,TRIM7; tripartite motif-containing protein 7
K12006,TRIM16; tripartite motif-containing protein 16
K12009,"TRIM27, RFP; tripartite motif-containing protein 27 [EC:2.3.2.27]"
K12011,TRIM31; tripartite motif-containing protein 31 [EC:2.3.2.27]
K12012,TRIM35; tripartite motif-containing protein 35
K12015,TRIM39; tripartite motif-containing protein 39 [EC:2.3.2.27]
K12021,TRIM45; tripartite motif-containing protein 45
K12026,TRIM56; tripartite motif-containing protein 56 [EC:2.3.2.27]
K12027,TRIM58; tripartite motif-containing protein 58 [EC:2.3.2.27]
K12033,TRIM68; tripartite motif-containing protein 68 [EC:2.3.2.27]
K12034,TRIM69; tripartite motif-containing protein 69 [EC:2.3.2.27]
K12035,TRIM71; tripartite motif-containing protein 71 [EC:2.3.2.27]
K12037,TRIM75; tripartite motif-containing protein 75
K12048,comB10; ComB10 competence protein
K12049,comB9; ComB9 competence protein
K12050,comB8; ComB8 competence protein
K12052,comB6; ComB6 competence protein
K12053,comB4; ComB4 competence protein
K12055,"K12055, parA; chromosome partitioning related protein ParA"
K12056,traG; conjugal transfer mating pair stabilization protein TraG
K12057,traF; conjugal transfer pilus assembly protein TraF
K12058,traN; conjugal transfer mating pair stabilization protein TraN
K12059,trbC; conjugal transfer pilus assembly protein TrbC
K12060,traU; conjugal transfer pilus assembly protein TraU
K12061,traW; conjugal transfer pilus assembly protein TraW
K12062,trbI; conjugal transfer pilin signal peptidase TrbI
K12063,traC; conjugal transfer ATP-binding protein TraC
K12064,traV; conjugal transfer pilus assembly protein TraV
K12065,traB; conjugal transfer pilus assembly protein TraB
K12066,traK; conjugal transfer pilus assembly protein TraK
K12067,traE; conjugal transfer pilus assembly protein TraE
K12068,traL; conjugal transfer pilus assembly protein TraL
K12069,traA; conjugal transfer pilus assembly protein TraA
K12070,traI; conjugal transfer pilus assembly protein TraI
K12071,traD; conjugal transfer pilus assembly protein TraD
K12072,traH; conjugative transfer pilus assembly protein TraH
K12073,"E3.1.2.28; 1,4-dihydroxy-2-naphthoyl-CoA hydrolase [EC:3.1.2.28]"
K12078,ptlA; type IV secretion system protein PtlA
K12079,ptlB; type IV secretion system protein PtlB
K12080,ptlC; type IV secretion system protein PtlC [EC:7.4.2.8]
K12081,ptlE; type IV secretion system protein PtlE
K12082,ptlG; type IV secretion system protein PtlG
K12083,ptlH; type IV secretion system protein PtlH [EC:7.4.2.8]
K12085,ptlF; type IV secretion system protein PtlF
K12088,cag3; cag pathogenicity island protein 3
K12089,cag4; cag pathogenicity island protein 4
K12090,cag5; cag pathogenicity island protein 5
K12092,cag7; cag pathogenicity island protein 7
K12093,cag8; cag pathogenicity island protein 8
K12095,cag10; cag pathogenicity island protein 10
K12096,cag11; cag pathogenicity island protein 11
K12108,cag23; cag pathogenicity island protein 23 [EC:7.4.2.8]
K12111,ebgA; evolved beta-galactosidase subunit alpha [EC:3.2.1.23]
K12112,ebgC; evolved beta-galactosidase subunit beta
K12113,"ebgR; LacI family transcriptional regulator, ebg operon repressor"
K12127,"TOC1, APRR1; pseudo-response regulator 1"
K12129,PRR7; pseudo-response regulator 7
K12130,PRR5; pseudo-response regulator 5
K12132,"prkC, stkP; eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]"
K12136,hyfA; hydrogenase-4 component A [EC:1.-.-.-]
K12137,hyfB; hydrogenase-4 component B [EC:1.-.-.-]
K12138,hyfC; hydrogenase-4 component C [EC:1.-.-.-]
K12139,hyfD; hydrogenase-4 component D [EC:1.-.-.-]
K12140,hyfE; hydrogenase-4 component E [EC:1.-.-.-]
K12141,hyfF; hydrogenase-4 component F [EC:1.-.-.-]
K12142,hyfG; hydrogenase-4 component G [EC:1.-.-.-]
K12143,hyfH; hydrogenase-4 component H
K12144,hyfI; hydrogenase-4 component I [EC:1.-.-.-]
K12145,hyfJ; hydrogenase-4 component J [EC:1.-.-.-]
K12146,hyfR; hydrogenase-4 transcriptional activator
K12147,msyB; acidic protein MsyB
K12148,bssS; biofilm regulator BssS
K12149,dinI; DNA-damage-inducible protein I
K12151,bhsA; multiple stress resistance protein BhsA
K12152,nudJ; phosphatase NudJ [EC:3.6.1.-]
K12158,NEDD8; ubiquitin-like protein Nedd8
K12160,"SUMO, SMT3; small ubiquitin-related modifier"
K12161,URM1; ubiquitin related modifier 1
K12188,"SNF8, EAP30; ESCRT-II complex subunit VPS22"
K12189,"VPS25, EAP20; ESCRT-II complex subunit VPS25"
K12196,VPS4; vacuolar protein-sorting-associated protein 4
K12197,"CHMP1, VPS46, DID2; charged multivesicular body protein 1"
K12202,dotA; defect in organelle trafficking protein DotA
K12203,"dotB, traJ; defect in organelle trafficking protein DotB [EC:7.2.4.8]"
K12204,"dotC, traI; defect in organelle trafficking protein DotC"
K12205,"dotD, traH; defect in organelle trafficking protein DotD"
K12206,"icmB, dotO; intracellular multiplication protein IcmB [EC:7.2.4.8]"
K12207,"icmC, dotE; intracellular multiplication protein IcmC"
K12208,"icmD, dotP; intracellular multiplication protein IcmD"
K12209,"icmE, dotG; intracellular multiplication protein IcmE"
K12210,icmF; intracellular multiplication protein IcmF
K12211,"icmG, dotF; intracellular multiplication protein IcmG"
K12212,"icmJ, dotN; intracellular multiplication protein IcmJ"
K12213,"icmK, traN, dotH; intracellular multiplication protein IcmK"
K12214,"icmL, traM, dotI; intracellular multiplication protein IcmL"
K12215,"icmM, dotJ; intracellular multiplication protein IcmM"
K12216,"icmN, lphA, dotK; intracellular multiplication protein IcmN"
K12217,"icmO, trbC, dotL; intracellular multiplication protein IcmO [EC:7.2.4.8]"
K12218,"icmP, trbA; intracellular multiplication protein IcmP"
K12219,icmQ; intracellular multiplication protein IcmQ
K12221,icmS; intracellular multiplication protein IcmS
K12222,"icmT, traK; intracellular multiplication protein IcmT"
K12223,icmV; intracellular multiplication protein IcmV
K12224,icmW; intracellular multiplication protein IcmW
K12225,icmX; intracellular multiplication protein IcmX
K12226,tphA; proline/betaine transport protein TphA
K12227,"K12227, traL; TraL protein"
K12228,trbB; TrbB protein
K12231,HECTD1; E3 ubiquitin-protein ligase HECTD1 [EC:2.3.2.26]
K12234,cofE; coenzyme F420-0:L-glutamate ligase / coenzyme F420-1:gamma-L-glutamate ligase [EC:6.3.2.31 6.3.2.34]
K12235,SRR; serine racemase [EC:5.1.1.18]
K12237,vibF; nonribosomal peptide synthetase VibF
K12238,pchD; salicylate---[aryl-carrier protein] ligase [EC:6.2.1.61]
K12239,pchE; L-cysteine---[L-cysteinyl-carrier protein] ligase PchE [EC:6.2.1.69]
K12240,pchF; L-cysteine---[L-cysteinyl-carrier protein] ligase PchF [EC:6.2.1.69]
K12241,pchG; pyochelin biosynthesis protein PchG
K12242,pchC; pyochelin biosynthesis protein PchC
K12243,"pchR; AraC family transcriptional regulator, transcriptional activator of the genes for pyochelin and ferripyochelin receptors"
K12244,GNT1; [Skp1-protein]-hydroxyproline N-acetylglucosaminyltransferase [EC:2.4.1.229]
K12248,"bst; beta-galactoside alpha-2,6-sialyltransferase (sialyltransferase 0160) [EC:2.4.99.1]"
K12250,E4.2.3.7; pentalenene synthase [EC:4.2.3.7]
K12251,aguB; N-carbamoylputrescine amidase [EC:3.5.1.53]
K12252,aruH; arginine:pyruvate transaminase [EC:2.6.1.84]
K12253,aruI; 5-guanidino-2-oxopentanoate decarboxylase [EC:4.1.1.75]
K12254,kauB; 4-guanidinobutyraldehyde dehydrogenase / NAD-dependent aldehyde dehydrogenase [EC:1.2.1.54 1.2.1.-]
K12255,gbuA; guanidinobutyrase [EC:3.5.3.7]
K12256,spuC; putrescine---pyruvate transaminase [EC:2.6.1.113]
K12257,secDF; SecD/SecF fusion protein
K12261,HACL1; 2-hydroxyacyl-CoA lyase [EC:4.1.2.63]
K12262,cybB; superoxide oxidase [EC:1.10.3.17]
K12263,cccB; cytochrome c551
K12264,norV; anaerobic nitric oxide reductase flavorubredoxin
K12265,norW; nitric oxide reductase FlRd-NAD(+) reductase [EC:1.18.1.-]
K12266,norR; anaerobic nitric oxide reductase transcription regulator
K12267,msrAB; peptide methionine sulfoxide reductase msrA/msrB [EC:1.8.4.11 1.8.4.12]
K12268,asp1; accessory secretory protein Asp1
K12269,asp2; accessory secretory protein Asp2
K12270,asp3; accessory secretory protein Asp3
K12276,mshE; MSHA biogenesis protein MshE
K12277,mshF; MSHA biogenesis protein MshF
K12278,mshG; MSHA biogenesis protein MshG
K12279,mshI; MSHA biogenesis protein MshI
K12280,mshJ; MSHA biogenesis protein MshJ
K12281,mshK; MSHA biogenesis protein MshK
K12282,mshL; MSHA biogenesis protein MshL
K12283,mshM; MSHA biogenesis protein MshM
K12284,mshN; MSHA biogenesis protein MshN
K12285,mshO; MSHA biogenesis protein MshO
K12286,mshP; MSHA biogenesis protein MshP
K12287,mshQ; MSHA biogenesis protein MshQ
K12288,hofM; pilus assembly protein HofM
K12289,hofN; pilus assembly protein HofN
K12290,hofO; pilus assembly protein HofO
K12291,hofP; pilus assembly protein HofP
K12292,"comA; ATP-binding cassette, subfamily C, bacterial, competence factor transporting protein [EC:3.4.22.-]"
K12293,comB; competence factor transport accessory protein ComB
K12294,"comD; two-component system, LytTR family, sensor histidine kinase ComD [EC:2.7.13.3]"
K12295,"comE; two-component system, LytTR family, response regulator ComE"
K12296,comX1_2; competence protein ComX
K12297,rlmKL; 23S rRNA (guanine2069-N7)-methyltransferase / 23S rRNA (guanine2445-N2)-methyltransferase [EC:2.1.1.264 2.1.1.173]
K12299,"garP; MFS transporter, ACS family, probable galactarate transporter"
K12301,"SLC17A5; MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 5"
K12302,"SLC17A6_7_8; MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6/7/8"
K12303,"SLC17A9; MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 9"
K12308,"bgaB, lacA; beta-galactosidase [EC:3.2.1.23]"
K12317,GANC; neutral alpha-glucosidase C [EC:3.2.1.20]
K12319,GUCY1B; guanylate cyclase soluble subunit beta [EC:4.6.1.2]
K12323,"ANPRA, NPR1; atrial natriuretic peptide receptor A [EC:4.6.1.2]"
K12326,RASGRF2; Ras-specific guanine nucleotide-releasing factor 2
K12339,cysM; S-sulfo-L-cysteine synthase (O-acetyl-L-serine-dependent) [EC:2.5.1.144]
K12340,"tolC, bepC, cyaE, raxC, sapF, rsaF, hasF; outer membrane protein"
K12341,yadA; adhesin YadA
K12342,yadB_C; adhesin YadB/C
K12343,SRD5A1; 3-oxo-5-alpha-steroid 4-dehydrogenase 1 [EC:1.3.1.22]
K12348,ASAH1; acid ceramidase [EC:3.5.1.23]
K12349,ASAH2; neutral ceramidase [EC:3.5.1.23]
K12351,SMPD2; sphingomyelin phosphodiesterase 2 [EC:3.1.4.12]
K12359,CLN6; ceroid-lipofuscinosis neuronal protein 6
K12368,dppA; dipeptide transport system substrate-binding protein
K12369,dppB; dipeptide transport system permease protein
K12370,dppC; dipeptide transport system permease protein
K12371,dppD; dipeptide transport system ATP-binding protein
K12372,dppF; dipeptide transport system ATP-binding protein
K12373,HEXA_B; hexosaminidase [EC:3.2.1.52]
K12376,ARSK; arylsulfatase K [EC:3.1.6.-]
K12381,ARSG; arylsulfatase G [EC:3.1.6.-]
K12382,"PSAP, SGP1; saposin"
K12405,"HSD17B4; (3R)-3-hydroxyacyl-CoA dehydrogenase / 3a,7a,12a-trihydroxy-5b-cholest-24-enoyl-CoA hydratase / enoyl-CoA hydratase 2 [EC:1.1.1.- 4.2.1.107 4.2.1.119]"
K12408,"HSD3B7; cholest-5-ene-3beta,7alpha-diol 3beta-dehydrogenase [EC:1.1.1.181]"
K12409,GNE; bifunctional UDP-N-acetylglucosamine 2-epimerase / N-acetylmannosamine kinase [EC:3.2.1.183 2.7.1.60]
K12410,npdA; NAD-dependent deacetylase [EC:2.3.1.286]
K12415,comC; competence-stimulating peptide
K12420,"actIII, oxyJ, snoaD, aknA; ketoreductase [EC:1.1.1.-]"
K12421,fadD9; fatty acid CoA ligase FadD9
K12422,fadD10; long chain fatty acid CoA ligase FadD10 [EC:6.2.1.-]
K12423,fadD21; fatty acid CoA ligase FadD21
K12424,fadD22; 4-hydroxybenzoate adenylyltransferase [EC:6.2.1.50]
K12425,fadD23; long-chain fatty acid adenylase/transferase FadD23 [EC:6.2.1.57]
K12426,fadD26; long-chain fatty acid adenylase/transferase FadD26 [EC:6.2.1.59]
K12427,fadD28; long-chain fatty acid adenylyltransferase FadD28 [EC:6.2.1.49]
K12428,fadD32; fatty acid CoA ligase FadD32
K12429,fadD36; fatty acid CoA ligase FadD36
K12430,pks1_15; 4-hydroxyphenylalkanoate synthase [EC:2.3.1.261]
K12431,pks2; phthioceranic/hydroxyphthioceranic acid synthase [EC:2.3.1.287]
K12432,pks3_4; mycolipanoate synthase [EC:2.3.1.252]
K12433,pks5; polyketide synthase 5
K12434,pks7; polyketide synthase 7
K12435,pks8; polyketide synthase 8
K12436,pks12; mycoketide-CoA synthase [EC:2.3.1.295]
K12437,pks13; polyketide synthase 13
K12439,pks17; polyketide synthase 17
K12440,ppsA; phthiocerol/phenolphthiocerol synthesis type-I polyketide synthase A [EC:2.3.1.292]
K12441,ppsB; phthiocerol/phenolphthiocerol synthesis type-I polyketide synthase B [EC:2.3.1.292]
K12442,ppsC; phthiocerol/phenolphthiocerol synthesis type-I polyketide synthase C [EC:2.3.1.292]
K12443,ppsD; phthiocerol/phenolphthiocerol synthesis type-I polyketide synthase D [EC:2.3.1.292]
K12444,ppsE; phthiocerol/phenolphthiocerol synthesis type-I polyketide synthase E [EC:2.3.1.292]
K12445,K12445; trans enoyl reductase [EC:1.3.1.-]
K12446,E2.7.1.46; L-arabinokinase [EC:2.7.1.46]
K12447,USP; UDP-sugar pyrophosphorylase [EC:2.7.7.64]
K12448,"UXE, uxe; UDP-arabinose 4-epimerase [EC:5.1.3.5]"
K12449,AXS; UDP-apiose/xylose synthase
K12450,"RHM; UDP-glucose 4,6-dehydratase [EC:4.2.1.76]"
K12452,"ascC, ddhC, rfbH; CDP-4-dehydro-6-deoxyglucose reductase, E1 [EC:1.17.1.1]"
K12453,rfbS; CDP-paratose synthetase [EC:1.1.1.342]
K12454,rfbE; CDP-paratose 2-epimerase [EC:5.1.3.10]
K12460,"KIDINS220, ARMS; ankyrin repeat-rich membrane spanning protein"
K12466,E1.1.1.275; (+)-trans-carveol dehydrogenase [EC:1.1.1.275]
K12472,EPS15; epidermal growth factor receptor substrate 15
K12479,VPS45; vacuolar protein sorting-associated protein 45
K12482,"RUFY1_2, RABIP4; RUN and FYVE domain-containing protein 1/2"
K12485,RAB11FIP3_4; Rab11 family-interacting protein 3/4
K12486,SMAP; stromal membrane-associated protein
K12487,GIT2; G protein-coupled receptor kinase interactor 2
K12488,"ASAP; Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein"
K12489,"ACAP; Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein"
K12500,tesC; thioesterase III [EC:3.1.2.-]
K12502,"VTE3, APG1; MPBQ/MSBQ methyltransferase [EC:2.1.1.295]"
K12503,E2.5.1.68; short-chain Z-isoprenyl diphosphate synthase [EC:2.5.1.68]
K12504,PDSS1; decaprenyl-diphosphate synthase subunit 1 [EC:2.5.1.91]
K12506,"ispDF; 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase / 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:2.7.7.60 4.6.1.12]"
K12507,fadK; acyl-CoA synthetase [EC:6.2.1.-]
K12508,fcs; feruloyl-CoA synthase [EC:6.2.1.34]
K12509,rcpB; pilus assembly protein RcpB
K12510,tadB; tight adherence protein B
K12511,tadC; tight adherence protein C
K12512,tadD; tight adherence protein D
K12513,tadE; tight adherence protein E
K12514,tadF; tight adherence protein F
K12515,tadG; tight adherence protein G
K12516,bigA; putative surface-exposed virulence protein
K12517,papA; major pilin subunit PapA
K12518,papC; outer membrane usher protein PapC
K12519,papD; chaperone protein PapD
K12520,papE; minor pilin subunit PapE
K12521,papF; minor pilin subunit PapF
K12523,papK; minor pilin subunit PapK
K12524,thrA; bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3]
K12525,metL; bifunctional aspartokinase / homoserine dehydrogenase 2 [EC:2.7.2.4 1.1.1.3]
K12526,lysAC; bifunctional diaminopimelate decarboxylase / aspartate kinase [EC:4.1.1.20 2.7.2.4]
K12527,ygfK; putative selenate reductase [EC:1.97.1.9]
K12528,xdhD; putative selenate reductase molybdopterin-binding subunit
K12529,ygfM; putative selenate reductase FAD-binding subunit
K12530,"rtxB, fitA; ATP-binding cassette, subfamily B, bacterial RtxB"
K12531,"rtxE, fitC; ATP-binding cassette, subfamily B, bacterial RtxE"
K12532,"rtxD, fitB; membrane fusion protein, RTX toxin transport system"
K12536,"hasD, prtD, aprD, rsaD, prsD, eexD; ATP-binding cassette, subfamily C, type I secretion system permease/ATPase"
K12537,"hasE, prtE, rsaE, prsE, eexE; membrane fusion protein, type I secretion system"
K12538,"hasF, prtF; outer membrane protein, type I secretion system"
K12541,"lapB; ATP-binding cassette, subfamily C, bacterial LapB"
K12542,"lapC; membrane fusion protein, adhesin transport system"
K12543,"lapE; outer membrane protein, adhesin transport system"
K12544,rsaA; S-layer protein
K12545,hasA; heme acquisition protein HasA
K12547,plyA; polysaccharidase protein
K12548,rap; autoaggregation protein RapA/B/C
K12549,lapA; surface adhesion protein
K12551,sgtA; monofunctional glycosyltransferase [EC:2.4.1.129]
K12552,pbpA; penicillin-binding protein 1 [EC:3.4.-.-]
K12553,pbp3; penicillin-binding protein 3 [EC:3.4.-.-]
K12554,murN; alanine adding enzyme [EC:2.3.2.-]
K12555,pbp2A; penicillin-binding protein 2A [EC:2.4.1.129 3.4.16.4]
K12556,pbp2X; penicillin-binding protein 2X
K12567,TTN; titin [EC:2.7.11.1]
K12570,"aphD, strA; streptomycin 6-kinase [EC:2.7.1.72]"
K12573,"rnr, vacB; ribonuclease R [EC:3.1.13.1]"
K12574,rnj; ribonuclease J [EC:3.1.-.-]
K12582,"wecF, rffT; dTDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase [EC:2.4.1.325]"
K12583,"mgtA; phosphatidylinositol alpha 1,6-mannosyltransferase [EC:2.4.1.-]"
K12585,"DIS3, RRP44; exosome complex exonuclease DIS3/RRP44 [EC:3.1.13.-]"
K12589,"RRP42, EXOSC7; exosome complex component RRP42"
K12591,"RRP6, EXOSC10; exosome complex exonuclease RRP6 [EC:3.1.13.-]"
K12600,"SKI3, TTC37; superkiller protein 3"
K12601,SKI8; superkiller protein 8
K12602,"WDR61, REC14, SKI8; WD repeat-containing protein 61"
K12614,"DDX6, RCK, DHH1; ATP-dependent RNA helicase DDX6/DHH1 [EC:3.6.4.13]"
K12615,EDC3; enhancer of mRNA-decapping protein 3
K12616,EDC4; enhancer of mRNA-decapping protein 4
K12622,LSM3; U6 snRNA-associated Sm-like protein LSm3
K12624,LSM5; U6 snRNA-associated Sm-like protein LSm5
K12645,CYP170A; epi-isozizaene 5-monooxygenase / beta-farnesene synthase [EC:1.14.15.39 4.2.3.47]
K12649,"DHX58, LGP2; ATP-dependent RNA helicase DHX58 [EC:3.6.4.13]"
K12653,NLRX1; NLR family member X1
K12655,"OTUD5, DUBA; OTU domain-containing protein 5 [EC:3.4.19.12]"
K12658,lhpA; 4-hydroxyproline epimerase [EC:5.1.1.8]
K12659,ARG56; N-acetyl-gamma-glutamyl-phosphate reductase / acetylglutamate kinase [EC:1.2.1.38 2.7.2.8]
K12660,rhmA; 2-dehydro-3-deoxy-L-rhamnonate aldolase [EC:4.1.2.53]
K12661,"LRA3, rhmD; L-rhamnonate dehydratase [EC:4.2.1.90]"
K12662,"PRPF4, PRP4; U4/U6 small nuclear ribonucleoprotein PRP4"
K12663,"ECH1; Delta3,5-Delta2,4-dienoyl-CoA isomerase [EC:5.3.3.21]"
K12673,ceaS; N2-(2-carboxyethyl)arginine synthase [EC:2.5.1.66]
K12674,bls; (carboxyethyl)arginine beta-lactam-synthase [EC:6.3.3.4]
K12675,cs; clavaminate synthase [EC:1.14.11.21]
K12676,pah; proclavaminate amidinohydrolase [EC:3.5.3.22]
K12677,car; clavulanate-9-aldehyde reducatase
K12678,"aidA-I, misL; autotransporter family porin"
K12679,"icsA, virG; outer membrane protein IcsA"
K12681,prn; pertactin
K12682,tcfA; tracheal colonization factor
K12683,brkA; serum resistance protein
K12684,"esp, sigA, sepA; serine protease autotransporter [EC:3.4.21.-]"
K12685,ssp; subtilase-type serine protease [EC:3.4.21.-]
K12686,"apeE, estA, lip-1; outer membrane lipase/esterase"
K12687,flu; antigen 43
K12688,"sphB1, nalP, ausP; autotransporter serine protease [EC:3.4.21.-]"
K12700,rihC; non-specific riboncleoside hydrolase [EC:3.2.-.-]
K12710,novU; C-methyltransferase [EC:2.1.1.-]
K12734,PPIL3; peptidyl-prolyl cis-trans isomerase-like 3 [EC:5.2.1.8]
K12735,PPIL4; peptidyl-prolyl cis-trans isomerase-like 4 [EC:5.2.1.8]
K12741,HNRNPA1_3; heterogeneous nuclear ribonucleoprotein A1/A3
K12743,PCBAB; N-(5-amino-5-carboxypentanoyl)-L-cysteinyl-D-valine synthase [EC:6.3.2.26]
K12744,cefE; deacetoxycephalosporin-C synthase [EC:1.14.20.1]
K12745,cefF; deacetoxycephalosporin-C hydroxylase [EC:1.14.11.26]
K12776,MEK1; meiosis-specific serine/threonine-protein kinase MEK1 [EC:2.7.11.1]
K12784,tir; translocated intimin receptor
K12785,"espG, virA; LEE-encoded effector EspG"
K12786,espF; LEE-encoded effector EspF
K12787,map; LEE-encoded effector Map
K12788,espH; LEE-encoded effector EspH
K12790,eae; intimin
K12795,"SUGT1, SGT1; suppressor of G2 allele of SKP1"
K12800,"NLRP3, PYPAF1; NACHT, LRR and PYD domains-containing protein 3"
K12811,"DDX46, PRP5; ATP-dependent RNA helicase DDX46/PRP5 [EC:3.6.4.13]"
K12812,"DDX39B, UAP56, SUB2; ATP-dependent RNA helicase UAP56/SUB2 [EC:3.6.4.13]"
K12818,"DHX8, PRP22; ATP-dependent RNA helicase DHX8/PRP22 [EC:3.6.4.13]"
K12823,"DDX5, DBP2; ATP-dependent RNA helicase DDX5/DBP2 [EC:3.6.4.13]"
K12826,"SF3A2, SAP62; splicing factor 3A subunit 2"
K12837,U2AF2; splicing factor U2AF 65 kDa subunit
K12854,"SNRNP200, BRR2; pre-mRNA-splicing helicase BRR2 [EC:3.6.4.13]"
K12857,"SNRNP40, PRP8BP; Prp8 binding protein"
K12869,"CRN, CRNKL1, CLF1, SYF3; crooked neck"
K12879,THOC2; THO complex subunit 2
K12880,THOC3; THO complex subunit 3
K12890,"SRSF1, SFRS1, ASF, SF2; serine/arginine-rich splicing factor 1"
K12897,TRA2; transformer-2 protein
K12940,abgA; aminobenzoyl-glutamate utilization protein A
K12941,abgB; aminobenzoyl-glutamate utilization protein B
K12942,abgT; aminobenzoyl-glutamate transport protein
K12943,ygeR; lipoprotein YgeR
K12944,nudI; nucleoside triphosphatase [EC:3.6.1.-]
K12945,nudK; GDP-mannose pyrophosphatase NudK [EC:3.6.1.-]
K12949,ctpB; cation-transporting P-type ATPase B [EC:7.2.2.-]
K12950,ctpC; manganese-transporting P-type ATPase C [EC:7.2.2.22]
K12951,ctpD; cobalt/nickel-transporting P-type ATPase D [EC:7.2.2.-]
K12952,ctpE; cation-transporting P-type ATPase E [EC:7.2.2.-]
K12953,ctpF; cation-transporting P-type ATPase F [EC:7.2.2.-]
K12954,ctpG; cation-transporting P-type ATPase G [EC:7.2.2.-]
K12955,ctpI; cation-transporting P-type ATPase I [EC:7.2.2.-]
K12956,ctpV; copper-transporting P-type ATPase V [EC:7.2.2.8]
K12957,ahr; alcohol/geraniol dehydrogenase (NADP+) [EC:1.1.1.2 1.1.1.183]
K12960,mtaD; 5-methylthioadenosine/S-adenosylhomocysteine deaminase [EC:3.5.4.31 3.5.4.28]
K12961,diaA; DnaA initiator-associating protein
K12962,arnE; undecaprenyl phosphate-alpha-L-ara4N flippase subunit ArnE
K12963,arnF; undecaprenyl phosphate-alpha-L-ara4N flippase subunit ArnF
K12968,"ADAR, ADAR1; double-stranded RNA-specific adenosine deaminase [EC:3.5.4.37]"
K12972,ghrA; glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]
K12973,"pagP, crcA; lipid IVA palmitoyltransferase [EC:2.3.1.251]"
K12974,lpxP; KDO2-lipid IV(A) palmitoleoyltransferase [EC:2.3.1.242]
K12975,eptB; KDO II ethanolaminephosphotransferase [EC:2.7.8.42]
K12976,pagL; lipid A 3-O-deacylase [EC:3.1.1.-]
